2016,全日本軽量級選手権,1,男子舵手なしペア,予選A組,05/27 08:00,1,トヨタ紡織,01:39.95,03:25.23,05:14.08,07:02.80,4,→Semi-Final
2016,全日本軽量級選手権,1,男子舵手なしペア,予選A組,05/27 08:00,2,早稲田大学B,01:42.24,03:31.27,05:22.03,07:10.81,2,""
2016,全日本軽量級選手権,1,男子舵手なしペア,予選A組,05/27 08:00,3,仙台大学,01:45.65,03:35.72,05:24.54,07:11.70,6,""
2016,全日本軽量級選手権,1,男子舵手なしペア,予選A組,05/27 08:00,4,早稲田大学A,01:44.25,03:33.77,05:25.88,07:17.35,5,""
2016,全日本軽量級選手権,1,男子舵手なしペア,予選A組,05/27 08:00,5,関西電力美浜A,01:45.87,03:34.26,05:23.69,07:18.07,1,""
2016,全日本軽量級選手権,1,男子舵手なしペア,予選A組,05/27 08:00,6,山口大学,01:47.64,03:40.70,05:34.52,07:24.48,3,""
2016,全日本軽量級選手権,2,男子舵手なしペア,予選B組,05/27 08:10,1,中部電力,01:38.67,03:23.88,05:11.82,06:58.37,1,→Semi-Final
2016,全日本軽量級選手権,2,男子舵手なしペア,予選B組,05/27 08:10,2,日本体育大学D,01:41.83,03:28.83,05:17.42,07:08.11,5,""
2016,全日本軽量級選手権,2,男子舵手なしペア,予選B組,05/27 08:10,3,中央大学,01:40.57,03:29.11,05:20.62,07:13.47,3,""
2016,全日本軽量級選手権,2,男子舵手なしペア,予選B組,05/27 08:10,4,関西電力美浜B,01:44.12,03:34.83,05:26.76,07:21.99,6,""
2016,全日本軽量級選手権,2,男子舵手なしペア,予選B組,05/27 08:10,5,成蹊大学B,01:48.01,03:42.66,05:40.08,07:39.06,4,""
2016,全日本軽量級選手権,2,男子舵手なしペア,予選B組,05/27 08:10,0,学習院大学A,"","","","",2,失格
2016,全日本軽量級選手権,3,男子舵手なしペア,予選C組,05/27 08:20,1,日本体育大学B,01:46.03,03:34.23,05:23.39,07:10.04,2,→Semi-Final
2016,全日本軽量級選手権,3,男子舵手なしペア,予選C組,05/27 08:20,2,日本体育大学A,01:47.68,03:36.86,05:25.55,07:13.96,1,""
2016,全日本軽量級選手権,3,男子舵手なしペア,予選C組,05/27 08:20,3,日本体育大学C,01:47.28,03:38.96,05:31.55,07:24.21,4,""
2016,全日本軽量級選手権,3,男子舵手なしペア,予選C組,05/27 08:20,4,立教大学,01:45.78,03:37.17,05:31.92,07:28.54,3,""
2016,全日本軽量級選手権,3,男子舵手なしペア,予選C組,05/27 08:20,5,東京海洋大学,01:50.43,03:47.66,05:48.77,07:44.78,5,""
2016,全日本軽量級選手権,3,男子舵手なしペア,予選C組,05/27 08:20,0,"","","","","",6,""
2016,全日本軽量級選手権,4,男子舵手なしペア,予選D組,05/27 08:30,1,明治安田生命,01:38.34,03:20.90,05:03.47,06:49.85,4,→Semi-Final
2016,全日本軽量級選手権,4,男子舵手なしペア,予選D組,05/27 08:30,2,慶應義塾大学,01:38.04,03:22.34,05:08.32,06:53.18,2,""
2016,全日本軽量級選手権,4,男子舵手なしペア,予選D組,05/27 08:30,3,Hong Kong China Rowing,01:35.69,03:19.79,05:08.77,07:02.63,1,""
2016,全日本軽量級選手権,4,男子舵手なしペア,予選D組,05/27 08:30,4,岐阜経済大学,01:44.24,03:43.62,05:42.04,07:37.65,5,""
2016,全日本軽量級選手権,4,男子舵手なしペア,予選D組,05/27 08:30,5,成蹊大学A,01:48.44,03:46.42,05:45.58,07:46.81,3,""
2016,全日本軽量級選手権,4,男子舵手なしペア,予選D組,05/27 08:30,0,"","","","","",6,""
2016,全日本軽量級選手権,5,女子シングルスカル,予選A組,05/27 08:40,1,トヨタ自動車B,01:58.01,04:02.71,06:09.31,08:16.02,5,→Semi-Final
2016,全日本軽量級選手権,5,女子シングルスカル,予選A組,05/27 08:40,2,デンソーC,02:00.75,04:05.10,06:12.60,08:20.39,6,""
2016,全日本軽量級選手権,5,女子シングルスカル,予選A組,05/27 08:40,3,今治造船,02:00.18,04:06.47,06:14.20,08:24.26,2,""
2016,全日本軽量級選手権,5,女子シングルスカル,予選A組,05/27 08:40,4,立命館大学,02:06.47,04:16.84,06:27.39,08:38.93,3,""
2016,全日本軽量級選手権,5,女子シングルスカル,予選A組,05/27 08:40,5,茨城大学A,01:59.80,04:11.22,06:26.65,08:41.03,1,""
2016,全日本軽量級選手権,5,女子シングルスカル,予選A組,05/27 08:40,6,岐阜経済大学B,02:05.59,04:18.23,06:33.52,08:49.59,4,""
2016,全日本軽量級選手権,6,女子シングルスカル,予選B組,05/27 08:50,1,明治大学A,01:59.99,04:04.83,06:11.66,08:16.19,4,→Semi-Final
2016,全日本軽量級選手権,6,女子シングルスカル,予選B組,05/27 08:50,2,龍谷大学,02:01.66,04:08.79,06:15.15,08:16.70,2,""
2016,全日本軽量級選手権,6,女子シングルスカル,予選B組,05/27 08:50,3,日本体育大学A,01:58.24,04:03.53,06:14.52,08:27.29,1,""
2016,全日本軽量級選手権,6,女子シングルスカル,予選B組,05/27 08:50,4,トヨタ自動車A,01:59.46,04:07.22,06:20.83,08:34.91,3,""
2016,全日本軽量級選手権,6,女子シングルスカル,予選B組,05/27 08:50,5,一橋大学B,02:16.78,04:37.98,07:01.61,09:21.23,6,""
2016,全日本軽量級選手権,6,女子シングルスカル,予選B組,05/27 08:50,0,慶應義塾大学A,"","","","",5,棄権
2016,全日本軽量級選手権,7,女子シングルスカル,予選C組,05/27 09:00,1,デンソーA,01:56.24,03:59.33,06:06.31,08:14.97,5,→Semi-Final
2016,全日本軽量級選手権,7,女子シングルスカル,予選C組,05/27 09:00,2,今治西高校A,02:01.75,04:08.55,06:15.22,08:22.08,6,""
2016,全日本軽量級選手権,7,女子シングルスカル,予選C組,05/27 09:00,3,大垣共立銀行,02:04.34,04:14.02,06:26.42,08:37.04,4,""
2016,全日本軽量級選手権,7,女子シングルスカル,予選C組,05/27 09:00,4,戸田中央総合病院RC,02:07.08,04:18.49,06:35.03,08:46.65,3,""
2016,全日本軽量級選手権,7,女子シングルスカル,予選C組,05/27 09:00,5,日本体育大学G,02:08.57,04:21.11,06:35.56,08:48.92,1,""
2016,全日本軽量級選手権,7,女子シングルスカル,予選C組,05/27 09:00,6,一橋大学C,02:14.22,04:36.05,07:02.43,09:24.30,2,""
2016,全日本軽量級選手権,8,女子シングルスカル,予選D組,05/27 09:10,1,KOREAA,01:59.52,04:05.74,06:15.52,08:23.68,2,→Semi-Final
2016,全日本軽量級選手権,8,女子シングルスカル,予選D組,05/27 09:10,2,日本体育大学E,02:04.84,04:13.07,06:21.82,08:29.46,4,""
2016,全日本軽量級選手権,8,女子シングルスカル,予選D組,05/27 09:10,3,早稲田大学,02:03.36,04:12.85,06:23.49,08:31.75,6,""
2016,全日本軽量級選手権,8,女子シングルスカル,予選D組,05/27 09:10,4,中部電力,02:04.43,04:12.29,06:22.18,08:32.84,5,""
2016,全日本軽量級選手権,8,女子シングルスカル,予選D組,05/27 09:10,0,東京外国語大学,"","","","",1,棄権
2016,全日本軽量級選手権,8,女子シングルスカル,予選D組,05/27 09:10,0,一橋大学D,"","","","",3,棄権
2016,全日本軽量級選手権,9,女子シングルスカル,予選E組,05/27 09:20,1,日田林工高校,01:57.23,04:03.70,06:12.59,08:20.82,5,→Semi-Final
2016,全日本軽量級選手権,9,女子シングルスカル,予選E組,05/27 09:20,2,陽進堂,02:02.59,04:07.49,06:15.47,08:23.60,6,""
2016,全日本軽量級選手権,9,女子シングルスカル,予選E組,05/27 09:20,3,今治西高校B,02:03.18,04:09.98,06:18.79,08:27.87,2,""
2016,全日本軽量級選手権,9,女子シングルスカル,予選E組,05/27 09:20,4,日本体育大学D,02:03.65,04:10.55,06:20.41,08:29.75,4,""
2016,全日本軽量級選手権,9,女子シングルスカル,予選E組,05/27 09:20,5,日本体育大学F,02:05.18,04:15.14,06:27.97,08:41.28,3,""
2016,全日本軽量級選手権,9,女子シングルスカル,予選E組,05/27 09:20,6,関西電力小浜A,02:05.50,04:16.29,06:30.64,08:45.33,1,""
2016,全日本軽量級選手権,10,女子シングルスカル,予選F組,05/27 09:30,1,東京経済大学,02:01.74,04:08.96,06:17.94,08:30.12,4,→Semi-Final
2016,全日本軽量級選手権,10,女子シングルスカル,予選F組,05/27 09:30,2,日本体育大学B,02:07.10,04:18.87,06:32.18,08:43.61,5,""
2016,全日本軽量級選手権,10,女子シングルスカル,予選F組,05/27 09:30,3,みちのくコカ・コーラボトリング㈱,02:08.85,04:20.71,06:34.76,08:45.49,1,""
2016,全日本軽量級選手権,10,女子シングルスカル,予選F組,05/27 09:30,4,一橋大学A,02:15.88,04:31.96,06:58.46,09:28.33,3,""
2016,全日本軽量級選手権,10,女子シングルスカル,予選F組,05/27 09:30,5,岐阜経済大学A,02:16.16,04:43.89,07:17.84,09:46.67,2,""
2016,全日本軽量級選手権,10,女子シングルスカル,予選F組,05/27 09:30,0,"","","","","",6,""
2016,全日本軽量級選手権,11,女子シングルスカル,予選G組,05/27 09:40,1,明治安田生命,02:00.55,04:02.93,06:09.87,08:16.10,5,→Semi-Final
2016,全日本軽量級選手権,11,女子シングルスカル,予選G組,05/27 09:40,2,富山国際大学A,02:00.33,04:04.48,06:12.47,08:18.11,3,""
2016,全日本軽量級選手権,11,女子シングルスカル,予選G組,05/27 09:40,3,KOREAB,01:59.65,04:07.42,06:20.31,08:32.25,2,""
2016,全日本軽量級選手権,11,女子シングルスカル,予選G組,05/27 09:40,4,立教大学A,02:00.80,04:10.93,06:28.08,08:39.78,4,""
2016,全日本軽量級選手権,11,女子シングルスカル,予選G組,05/27 09:40,5,今治ローイングクラブ,02:04.41,04:15.24,06:32.92,08:49.14,1,""
2016,全日本軽量級選手権,11,女子シングルスカル,予選G組,05/27 09:40,0,"","","","","",6,""
2016,全日本軽量級選手権,12,女子シングルスカル,予選H組,05/27 09:50,1,日本体育大学C,02:10.01,04:14.79,06:23.67,08:34.44,2,→Semi-Final
2016,全日本軽量級選手権,12,女子シングルスカル,予選H組,05/27 09:50,2,名古屋大学,02:29.64,04:43.22,07:01.78,09:23.67,4,""
2016,全日本軽量級選手権,12,女子シングルスカル,予選H組,05/27 09:50,3,今治西高校C,02:33.29,04:54.70,07:20.42,09:47.53,3,""
2016,全日本軽量級選手権,12,女子シングルスカル,予選H組,05/27 09:50,4,岐阜経済大学C,02:34.48,05:02.20,07:35.23,10:14.44,1,""
2016,全日本軽量級選手権,12,女子シングルスカル,予選H組,05/27 09:50,0,一橋大学E,"","","","",5,棄権
2016,全日本軽量級選手権,12,女子シングルスカル,予選H組,05/27 09:50,0,"","","","","",6,""
2016,全日本軽量級選手権,13,男子シングルスカル,予選A組,05/27 10:00,1,日本体育大学C,02:00.01,04:01.06,06:05.34,08:06.86,6,→Semi-Final
2016,全日本軽量級選手権,13,男子シングルスカル,予選A組,05/27 10:00,2,日本体育大学A,01:59.44,04:01.37,06:06.85,08:12.44,2,""
2016,全日本軽量級選手権,13,男子シングルスカル,予選A組,05/27 10:00,3,慶應義塾大学A,01:54.86,03:59.89,06:11.93,08:23.86,4,""
2016,全日本軽量級選手権,13,男子シングルスカル,予選A組,05/27 10:00,0,中央大学,"","","","",1,棄権
2016,全日本軽量級選手権,13,男子シングルスカル,予選A組,05/27 10:00,0,一橋大学B,"","","","",3,棄権
2016,全日本軽量級選手権,13,男子シングルスカル,予選A組,05/27 10:00,0,一橋大学C,"","","","",5,棄権
2016,全日本軽量級選手権,14,男子シングルスカル,予選B組,05/27 10:10,1,中部電力B,01:55.30,03:51.63,05:54.64,08:02.49,3,→Semi-Final
2016,全日本軽量級選手権,14,男子シングルスカル,予選B組,05/27 10:10,2,中部電力A,01:52.36,03:53.67,05:59.88,08:08.02,1,""
2016,全日本軽量級選手権,14,男子シングルスカル,予選B組,05/27 10:10,3,中部電力C,01:57.01,04:00.50,06:08.86,08:21.63,5,""
2016,全日本軽量級選手権,14,男子シングルスカル,予選B組,05/27 10:10,4,龍谷大学B,01:58.25,04:01.29,06:17.89,08:27.95,2,""
2016,全日本軽量級選手権,14,男子シングルスカル,予選B組,05/27 10:10,5,トヨタ自動車,02:00.17,04:06.67,06:18.33,08:31.17,4,""
2016,全日本軽量級選手権,14,男子シングルスカル,予選B組,05/27 10:10,0,"","","","","",6,""
2016,全日本軽量級選手権,15,男子シングルスカル,予選C組,05/27 10:20,1,トヨタ紡織B,01:53.88,03:55.19,05:57.35,08:00.69,2,→Semi-Final
2016,全日本軽量級選手権,15,男子シングルスカル,予選C組,05/27 10:20,2,千葉大学,01:57.33,04:01.35,06:04.98,08:07.20,4,""
2016,全日本軽量級選手権,15,男子シングルスカル,予選C組,05/27 10:20,3,富山国際大学B,01:56.20,03:59.44,06:03.24,08:07.57,1,""
2016,全日本軽量級選手権,15,男子シングルスカル,予選C組,05/27 10:20,4,東京経済大学C,02:02.28,04:16.95,06:34.42,08:54.97,3,""
2016,全日本軽量級選手権,15,男子シングルスカル,予選C組,05/27 10:20,5,広島大学B,02:16.14,04:35.07,06:55.39,09:18.46,5,""
